series_id,Method,Horizon,CV Group,LT,AR,VI,OFR,BO,EI
HOUSEHOLD_1_351__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,5.29856014251709,6.173501491546631,0.8852765560150146,3.541959524154663,23.20429229736328
FOODS_2_326__TX,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.8634158372879028,1.2544028759002686,0.8559107184410095,4.6506476402282715,9.843732833862305
FOODS_3_652__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.3169286251068115,1.9619594812393188,0.8375415802001953,2.4849488735198975,5.223753929138184
FOODS_3_469__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.5564823150634766,3.279858112335205,0.8792062401771545,2.205605983734131,6.854942798614502
FOODS_3_282__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.107078194618225,0.6838447451591492,0.8011631965637207,20.46077537536621,17.768230438232422
HOUSEHOLD_1_517__TX,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.511075973510742,1.828758716583252,0.8268287181854248,3.53735613822937,7.86411190032959
FOODS_3_804__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.781317949295044,1.4637327194213867,0.8441617488861084,7.196238040924072,17.687946319580078
FOODS_3_503__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.465604543685913,2.3594512939453125,0.8696340322494507,3.0319466590881348,9.419330596923828
FOODS_2_016__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.9234288930892944,1.8447834253311157,0.813018798828125,4.66863489151001,9.321245193481445
HOUSEHOLD_1_459__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.839176893234253,2.7767579555511475,0.8992550373077393,4.858489990234375,24.722139358520508
HOUSEHOLD_1_459__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.510158061981201,2.700413703918457,0.820687472820282,9.203746795654297,23.935747146606445
FOODS_3_252__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.236924409866333,1.7066807746887207,0.8613819479942322,6.010835647583008,15.291874885559082
FOODS_3_372__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,0.051974982023239136,0.0005664276541210711,0.14016211032867432,7.761528968811035,0.009806543588638306
HOUSEHOLD_1_334__TX,LSTM,One-step,0.4 < CV ≤ 0.6,3,6.289147853851318,7.727120876312256,0.9027653336524963,4.574855327606201,36.52970504760742
HOUSEHOLD_1_118__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.8433691263198853,1.7080260515213013,0.8728557229042053,6.309716701507568,15.76498794555664
HOUSEHOLD_1_306__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,0.08342389017343521,0.006131206639111042,0.24759580194950104,9.400391578674316,0.07390868663787842
HOUSEHOLD_1_319__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,1.960389494895935,1.6242669820785522,0.8583378791809082,1.6765892505645752,4.275907516479492
